"File","Line","Function","Case","TargetModes","Strings","Risk","RiskReasons","Evidence"
"src\act.item.c","640","perform_drop_currency","2","","","READ_OR_UNKNOWN","","    case 2:
      RDR = real_room(CONFIG_DON_ROOM_1);
      break;"
"src\act.item.c","652","perform_drop_currency","default","","drop","READ_OR_UNKNOWN","","  default:
    sname = ""drop"";
    break;"
"src\act.item.c","1022","name_to_drinkcon","SECT_WATER_SWIM","","","READ_OR_UNKNOWN","","      case SECT_WATER_SWIM:"
"src\act.item.c","1023","name_to_drinkcon","SECT_WATER_NOSWIM","","","READ_OR_UNKNOWN","","      case SECT_WATER_NOSWIM:"
"src\act.item.c","1024","name_to_drinkcon","SECT_UNDERWATER","","You don't feel thirsty any more.","READ_OR_UNKNOWN","","      case SECT_UNDERWATER:
        if (GET_COND(ch, THIRST) > 20) {
          send_to_char(ch, ""You don't feel thirsty any more.\r\n"");
          return;"
"src\act.item.c","1036","name_to_drinkcon","default","","Drink from what?","READ_OR_UNKNOWN","","      default:
    send_to_char(ch, ""Drink from what?\r\n"");
    return;"
"src\act.item.c","2051","GET_EQ","0","","You sacrifice %s to the Gods.\r\nYou receive one gold coin for your humility.","READ_OR_UNKNOWN","","    case 0:
      send_to_char(ch, ""You sacrifice %s to the Gods.\r\nYou receive one gold coin for your humility.\r\n"", GET_OBJ_SHORT(j));
      increase_gold(ch, 1);
    break;"
"src\act.item.c","2055","GET_EQ","1","","You sacrifice %s to the Gods.\r\nThe Gods ignore your sacrifice.","READ_OR_UNKNOWN","","    case 1:
      send_to_char(ch, ""You sacrifice %s to the Gods.\r\nThe Gods ignore your sacrifice.\r\n"", GET_OBJ_SHORT(j));
    break;"
"src\act.item.c","2058","GET_EQ","2","","You sacrifice %s to the Gods.\r\nThe gods give you %d experience points.","READ_OR_UNKNOWN","","    case 2:
      send_to_char(ch, ""You sacrifice %s to the Gods.\r\nThe gods give you %d experience points.\r\n"", GET_OBJ_SHORT(j), 1+2*GET_OBJ_LEVEL(j));
      gain_exp(ch, (1 + 2 * GET_OBJ_LEVEL(j))); break;"
"src\act.item.c","2061","GET_EQ","3","","You sacrifice %s to the Gods.\r\nYou receive %s%d%s experience points.","READ_OR_UNKNOWN","","    case 3:
      send_to_char(ch, ""You sacrifice %s to the Gods.\r\nYou receive %s%d%s experience points.\r\n"", GET_OBJ_SHORT(j),
                   CCYEL(ch, C_NRM), 1 + GET_OBJ_LEVEL(j), CCNRM(ch, C_NRM));
      gain_exp(ch, (1 + GET_OBJ_LEVEL(j))); break;"
"src\act.item.c","2065","GET_EQ","4","","Your sacrifice to the Gods is rewarded with %d gold coins.","READ_OR_UNKNOWN","","    case 4:
      send_to_char(ch, ""Your sacrifice to the Gods is rewarded with %d gold coins.\r\n"", 1+GET_OBJ_LEVEL(j));
      increase_gold(ch, (1+GET_OBJ_LEVEL(j)));
    break;"
"src\act.item.c","2069","GET_EQ","5","","Your sacrifice to the Gods is rewarded with %d gold coins","READ_OR_UNKNOWN","","    case 5:
      send_to_char(ch, ""Your sacrifice to the Gods is rewarded with %d gold coins\r\n"", (1+2*GET_OBJ_LEVEL(j)));
      increase_gold(ch, (1+2*GET_OBJ_LEVEL(j)));
    break;"
"src\act.item.c","2073","GET_EQ","default","","You sacrifice %s to the Gods.\r\nYou receive one gold coin for your humility.","READ_OR_UNKNOWN","","    default:
      send_to_char(ch, ""You sacrifice %s to the Gods.\r\nYou receive one gold coin for your humility.\r\n"",GET_OBJ_SHORT(j));
      increase_gold(ch, 1);
    break;"
"src\act.movement.c","1010","do_doorcmd","SCMD_OPEN","","%s","READ_OR_UNKNOWN","","  case SCMD_OPEN:
    OPEN_DOOR(IN_ROOM(ch), obj, door);
    if (back)
      OPEN_DOOR(other_room, obj, rev_dir[door]);
    send_to_char(ch, ""%s"", CONFIG_OK);
    break;"
"src\act.movement.c","1017","do_doorcmd","SCMD_CLOSE","","%s","READ_OR_UNKNOWN","","  case SCMD_CLOSE:
    CLOSE_DOOR(IN_ROOM(ch), obj, door);
    if (back)
      CLOSE_DOOR(other_room, obj, rev_dir[door]);
    send_to_char(ch, ""%s"", CONFIG_OK);
    break;"
"src\act.movement.c","1024","do_doorcmd","SCMD_LOCK","","*Click*","READ_OR_UNKNOWN","","  case SCMD_LOCK:
    LOCK_DOOR(IN_ROOM(ch), obj, door);
    if (back)
      LOCK_DOOR(other_room, obj, rev_dir[door]);
    send_to_char(ch, ""*Click*\r\n"");
    break;"
"src\act.movement.c","1031","do_doorcmd","SCMD_UNLOCK","","*Click*","READ_OR_UNKNOWN","","  case SCMD_UNLOCK:
    UNLOCK_DOOR(IN_ROOM(ch), obj, door);
    if (back)
      UNLOCK_DOOR(other_room, obj, rev_dir[door]);
    send_to_char(ch, ""*Click*\r\n"");
    break;"
"src\act.movement.c","1038","do_doorcmd","SCMD_PICK","","The lock quickly yields to your skills. | $n skillfully picks the lock on","READ_OR_UNKNOWN","","  case SCMD_PICK:
    TOGGLE_LOCK(IN_ROOM(ch), obj, door);
    if (back)
      TOGGLE_LOCK(other_room, obj, rev_dir[door]);
    send_to_char(ch, ""The lock quickly yields to your skills.\r\n"");
    len = strlcpy(buf, ""$n skillfully picks the lock on "", sizeof(buf));
    break;"
"src\act.movement.c","1234","ok_pick","POS_STANDING","","You are already standing.","READ_OR_UNKNOWN","","  case POS_STANDING:
    send_to_char(ch, ""You are already standing.\r\n"");
    break;"
"src\act.movement.c","1238","ok_pick","POS_SITTING","","You stand up. | $n clambers to $s feet.","READ_OR_UNKNOWN","","  case POS_SITTING:
    send_to_char(ch, ""You stand up.\r\n"");
    act(""$n clambers to $s feet."", TRUE, ch, 0, 0, TO_ROOM);
    /* Were they sitting in something? */
    char_from_furniture(ch);
    /* Will be sitting after a successful bash and may still be fighting. */
    GET_POS(ch) = FIGHTING(ch) ? POS_FIGHTING : POS_STANDING;
    /* Recompute after furniture state change so derived effects drop immediately. */
    affect_total(ch);
    break;"
"src\act.movement.c","1249","ok_pick","POS_RESTING","","You stop resting, and stand up. | $n stops resting, and clambers on $s feet.","READ_OR_UNKNOWN","","  case POS_RESTING:
    send_to_char(ch, ""You stop resting, and stand up.\r\n"");
    act(""$n stops resting, and clambers on $s feet."", TRUE, ch, 0, 0, TO_ROOM);
    /* Were they resting on furniture? */
    char_from_furniture(ch);
    GET_POS(ch) = POS_STANDING;
    /* Recompute after furniture state change so derived effects drop immediately. */
    affect_total(ch);
    break;"
"src\act.movement.c","1259","ok_pick","POS_SLEEPING","","You have to wake up first!","READ_OR_UNKNOWN","","  case POS_SLEEPING:
    send_to_char(ch, ""You have to wake up first!\r\n"");
    break;"
"src\act.movement.c","1263","ok_pick","POS_FIGHTING","","Do you not consider fighting as standing?","READ_OR_UNKNOWN","","  case POS_FIGHTING:
    send_to_char(ch, ""Do you not consider fighting as standing?\r\n"");
    break;"
"src\act.movement.c","1267","ok_pick","default","","You stop floating around, and put your feet on the ground. | $n stops floating around, and puts $s feet on the ground.","READ_OR_UNKNOWN","","  default:
    send_to_char(ch, ""You stop floating around, and put your feet on the ground.\r\n"");
    act(""$n stops floating around, and puts $s feet on the ground."",
        TRUE, ch, 0, 0, TO_ROOM);
    GET_POS(ch) = POS_STANDING;
    break;"
"src\act.movement.c","1289","ok_pick","POS_STANDING","","You sit down upon $p. | $n sits down upon $p. | You sit down. | $n sits down.","READ_OR_UNKNOWN","","  case POS_STANDING:
    if (state == 1 && furniture) {
      place_char_on_furniture(ch, furniture);
      act(""You sit down upon $p."", TRUE, ch, furniture, 0, TO_CHAR);
      act(""$n sits down upon $p."", TRUE, ch, furniture, 0, TO_ROOM);
      GET_POS(ch) = POS_SITTING;
    } else {
      send_to_char(ch, ""You sit down.\r\n"");
      act(""$n sits down."", FALSE, ch, 0, 0, TO_ROOM);
      GET_POS(ch) = POS_SITTING;
    }
    break;"
"src\act.movement.c","1301","ok_pick","POS_SITTING","","You move over and sit upon $p. | $n moves over and sits upon $p. | You're sitting already.","READ_OR_UNKNOWN","","  case POS_SITTING:
    if (state == 1 && furniture && SITTING(ch) != furniture) {
      place_char_on_furniture(ch, furniture);
      act(""You move over and sit upon $p."", TRUE, ch, furniture, 0, TO_CHAR);
      act(""$n moves over and sits upon $p."", TRUE, ch, furniture, 0, TO_ROOM);
    } else
      send_to_char(ch, ""You're sitting already.\r\n"");
    break;"
"src\act.movement.c","1309","ok_pick","POS_RESTING","","You stop resting, and sit up. | $n stops resting.","READ_OR_UNKNOWN","","  case POS_RESTING:
    if (state == 1 && furniture && SITTING(ch) != furniture)
      place_char_on_furniture(ch, furniture);

    send_to_char(ch, ""You stop resting, and sit up.\r\n"");
    act(""$n stops resting."", TRUE, ch, 0, 0, TO_ROOM);
    GET_POS(ch) = POS_SITTING;
    break;"
"src\act.movement.c","1317","ok_pick","POS_SLEEPING","","You have to wake up first.","READ_OR_UNKNOWN","","  case POS_SLEEPING:
    send_to_char(ch, ""You have to wake up first.\r\n"");
    break;"
"src\act.movement.c","1320","ok_pick","POS_FIGHTING","","Sit down while fighting? Are you MAD?","READ_OR_UNKNOWN","","  case POS_FIGHTING:
    send_to_char(ch, ""Sit down while fighting? Are you MAD?\r\n"");
    break;"
"src\act.movement.c","1323","ok_pick","default","","You stop floating around, and sit down. | $n stops floating around, and sits down.","READ_OR_UNKNOWN","","  default:
    send_to_char(ch, ""You stop floating around, and sit down.\r\n"");
    act(""$n stops floating around, and sits down."", TRUE, ch, 0, 0, TO_ROOM);
    GET_POS(ch) = POS_SITTING;
    break;"
"src\act.movement.c","1344","ok_pick","POS_STANDING","","You rest upon $p. | $n rests upon $p. | You sit down and rest your tired bones. | $n sits down and rests.","READ_OR_UNKNOWN","","  case POS_STANDING:
    if (state == 1 && furniture) {
      place_char_on_furniture(ch, furniture);
      act(""You rest upon $p."", TRUE, ch, furniture, 0, TO_CHAR);
      act(""$n rests upon $p."", TRUE, ch, furniture, 0, TO_ROOM);
    } else {
      send_to_char(ch, ""You sit down and rest your tired bones.\r\n"");
      act(""$n sits down and rests."", TRUE, ch, 0, 0, TO_ROOM);
    }
    GET_POS(ch) = POS_RESTING;
    break;"
"src\act.movement.c","1355","ok_pick","POS_SITTING","","You rest upon $p. | $n rests upon $p. | You rest your tired bones. | $n rests.","READ_OR_UNKNOWN","","  case POS_SITTING:
    if (state == 1 && furniture) {
      place_char_on_furniture(ch, furniture);
      act(""You rest upon $p."", TRUE, ch, furniture, 0, TO_CHAR);
      act(""$n rests upon $p."", TRUE, ch, furniture, 0, TO_ROOM);
    } else {
      send_to_char(ch, ""You rest your tired bones.\r\n"");
      act(""$n rests."", TRUE, ch, 0, 0, TO_ROOM);
    }
    GET_POS(ch) = POS_RESTING;
    break;"
"src\act.movement.c","1366","ok_pick","POS_RESTING","","You settle onto $p. | $n settles onto $p. | You are already resting.","READ_OR_UNKNOWN","","  case POS_RESTING:
    if (state == 1 && furniture && SITTING(ch) != furniture) {
      place_char_on_furniture(ch, furniture);
      act(""You settle onto $p."", TRUE, ch, furniture, 0, TO_CHAR);
      act(""$n settles onto $p."", TRUE, ch, furniture, 0, TO_ROOM);
    } else
      send_to_char(ch, ""You are already resting.\r\n"");
    break;"
"src\act.movement.c","1374","ok_pick","POS_SLEEPING","","You have to wake up first.","READ_OR_UNKNOWN","","  case POS_SLEEPING:
    send_to_char(ch, ""You have to wake up first.\r\n"");
    break;"
"src\act.movement.c","1377","ok_pick","POS_FIGHTING","","Rest while fighting?  Are you MAD?","READ_OR_UNKNOWN","","  case POS_FIGHTING:
    send_to_char(ch, ""Rest while fighting?  Are you MAD?\r\n"");
    break;"
"src\act.movement.c","1380","ok_pick","default","","You stop floating around, and stop to rest your tired bones. | $n stops floating around, and rests.","READ_OR_UNKNOWN","","  default:
    send_to_char(ch, ""You stop floating around, and stop to rest your tired bones.\r\n"");
    act(""$n stops floating around, and rests."", FALSE, ch, 0, 0, TO_ROOM);
    GET_POS(ch) = POS_RESTING;
    break;"
"src\act.movement.c","1401","ok_pick","POS_STANDING","","","READ_OR_UNKNOWN","","  case POS_STANDING:"
"src\act.movement.c","1402","ok_pick","POS_SITTING","","","READ_OR_UNKNOWN","","  case POS_SITTING:"
"src\act.movement.c","1403","ok_pick","POS_RESTING","","You lie down upon $p and fall asleep. | $n lies down upon $p and falls asleep. | You go to sleep. | $n lies down and falls asleep.","READ_OR_UNKNOWN","","  case POS_RESTING:
    if (state == 1 && furniture) {
      place_char_on_furniture(ch, furniture);
      act(""You lie down upon $p and fall asleep."", TRUE, ch, furniture, 0, TO_CHAR);
      act(""$n lies down upon $p and falls asleep."", TRUE, ch, furniture, 0, TO_ROOM);
    } else {
      send_to_char(ch, ""You go to sleep.\r\n"");
      act(""$n lies down and falls asleep."", TRUE, ch, 0, 0, TO_ROOM);
    }
    GET_POS(ch) = POS_SLEEPING;
    break;"
"src\act.movement.c","1414","ok_pick","POS_SLEEPING","","You are already sound asleep.","READ_OR_UNKNOWN","","  case POS_SLEEPING:
    send_to_char(ch, ""You are already sound asleep.\r\n"");
    break;"
"src\act.movement.c","1417","ok_pick","POS_FIGHTING","","Sleep while fighting?  Are you MAD?","READ_OR_UNKNOWN","","  case POS_FIGHTING:
    send_to_char(ch, ""Sleep while fighting?  Are you MAD?\r\n"");
    break;"
"src\act.movement.c","1420","ok_pick","default","","You stop floating around, and lie down to sleep. | $n stops floating around, and lie down to sleep.","READ_OR_UNKNOWN","","  default:
    send_to_char(ch, ""You stop floating around, and lie down to sleep.\r\n"");
    act(""$n stops floating around, and lie down to sleep."",
	TRUE, ch, 0, 0, TO_ROOM);
    GET_POS(ch) = POS_SLEEPING;
    break;"
"src\act.other.c","924","study_debug_imm","default","","unknown | You do not recognize that technique.","READ_OR_UNKNOWN","","    default: return ""unknown"";
  }
}

static int study_can_learn_ability(struct char_data *student, int id, char *why, size_t whylen)
{
  int required_level;
  int ability_archetype;

  if (!study_is_valid_ability_id(id)) {
    if (why && whylen)
      snprintf(why, whylen, ""You do not recognize that technique."");
    return FALSE;"
"src\act.other.c","977","study_extract_item_spells","ITEM_WAND","","","READ_OR_UNKNOWN","","    case ITEM_WAND:"
"src\act.other.c","978","study_extract_item_spells","ITEM_STAFF","","","READ_OR_UNKNOWN","","    case ITEM_STAFF:
      spell_slots[slot_count++] = GET_OBJ_VAL(obj, 3);
      break;"
"src\act.other.c","981","study_extract_item_spells","ITEM_SCROLL","","","READ_OR_UNKNOWN","","    case ITEM_SCROLL:"
"src\act.other.c","982","study_extract_item_spells","ITEM_POTION","","","READ_OR_UNKNOWN","","    case ITEM_POTION:
      spell_slots[slot_count++] = GET_OBJ_VAL(obj, 1);
      spell_slots[slot_count++] = GET_OBJ_VAL(obj, 2);
      spell_slots[slot_count++] = GET_OBJ_VAL(obj, 3);
      break;"
"src\act.other.c","987","study_extract_item_spells","default","","","READ_OR_UNKNOWN","","    default:
      return 0;"
"src\act.other.c","1407","study_apply_cooldown","STUDY_ITEM_INVALID_SOURCE","","","READ_OR_UNKNOWN","","      case STUDY_ITEM_INVALID_SOURCE:"
"src\act.other.c","1408","study_apply_cooldown","STUDY_ITEM_NO_VALID_SLOTS","","You study %s, but there is no technique within it for you to study.","READ_OR_UNKNOWN","","      case STUDY_ITEM_NO_VALID_SLOTS:
        send_to_char(ch, ""You study %s, but there is no technique within it for you to study.\r\n"",
                     study_obj->short_description);
        break;"
"src\act.other.c","1412","study_apply_cooldown","STUDY_ITEM_TARGET_NOT_PRESENT","","You study %s, but that item does not contain that technique.","READ_OR_UNKNOWN","","      case STUDY_ITEM_TARGET_NOT_PRESENT:
        send_to_char(ch, ""You study %s, but that item does not contain that technique.\r\n"",
                     study_obj->short_description);
        break;"
"src\act.other.c","1416","study_apply_cooldown","STUDY_ITEM_ALL_KNOWN","","You study %s, but you already know all of the knowledge bound within it.","READ_OR_UNKNOWN","","      case STUDY_ITEM_ALL_KNOWN:
        send_to_char(ch, ""You study %s, but you already know all of the knowledge bound within it.\r\n"",
                     study_obj->short_description);
        break;"
"src\act.other.c","1420","study_apply_cooldown","STUDY_ITEM_ALL_TOO_ADVANCED","","You study %s, but it is beyond your current ability to study.","READ_OR_UNKNOWN","","      case STUDY_ITEM_ALL_TOO_ADVANCED:
        send_to_char(ch, ""You study %s, but it is beyond your current ability to study.\r\n"",
                     study_obj->short_description);
        break;"
"src\act.other.c","1424","study_apply_cooldown","STUDY_ITEM_ALL_BLOCKED_PATH","","You study %s, but your current path rejects the knowledge bound within it.","READ_OR_UNKNOWN","","      case STUDY_ITEM_ALL_BLOCKED_PATH:
        send_to_char(ch, ""You study %s, but your current path rejects the knowledge bound within it.\r\n"",
                     study_obj->short_description);
        break;"
"src\act.other.c","1428","study_apply_cooldown","STUDY_ITEM_NO_STUDYABLE_SPELLS","","","READ_OR_UNKNOWN","","      case STUDY_ITEM_NO_STUDYABLE_SPELLS:"
"src\act.other.c","1429","study_apply_cooldown","default","","You study %s, but cannot yet make use of the knowledge bound within it.","READ_OR_UNKNOWN","","      default:
        send_to_char(ch, ""You study %s, but cannot yet make use of the knowledge bound within it.\r\n"",
                     study_obj->short_description);
        break;"
